question,domain,video_id,config,precision@1,recall@1,hit_rate@1,precision@3,recall@3,hit_rate@3,precision@5,recall@5,hit_rate@5,precision@10,recall@10,hit_rate@10,mrr
What is the current status of ASI (Artificial Superintelligence) as per the speaker?,news_analysis,VSFuqMh4hus,"PipelineConfig(emb=e5, chunk=fixed-1000, rerank=False, llm=mistral)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What is AGI (Artificial General Intelligence) according to the speaker?,news_analysis,VSFuqMh4hus,"PipelineConfig(emb=e5, chunk=fixed-1000, rerank=False, llm=mistral)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
How does MoE models like IBM Granite's 4.0 series work according to the speaker?,news_analysis,VSFuqMh4hus,"PipelineConfig(emb=e5, chunk=fixed-1000, rerank=False, llm=mistral)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What kind of information are base models usually trained on?,cs_lectures,RRKwmeyIc24,"PipelineConfig(emb=e5, chunk=fixed-1000, rerank=False, llm=mistral)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Why is orchestration important in building AI systems that do more complex tasks than just generating text or answering questions?,cs_lectures,RRKwmeyIc24,"PipelineConfig(emb=e5, chunk=fixed-1000, rerank=False, llm=mistral)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are some examples of modalities other than text that can be valuable for certain AI tasks?,cs_lectures,RRKwmeyIc24,"PipelineConfig(emb=e5, chunk=fixed-1000, rerank=False, llm=mistral)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"What does a chatbot use to pause before responding, as mentioned in the transcript?",news_analysis,VSFuqMh4hus,"PipelineConfig(emb=e5, chunk=fixed-1000, rerank=False, llm=llama2)",0.0,0.0,0.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,0.5
What is the purpose of using a vector database instead of storing raw data like text files and images?,news_analysis,VSFuqMh4hus,"PipelineConfig(emb=e5, chunk=fixed-1000, rerank=False, llm=llama2)",1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,1.0
How does the embedding model convert images into vectors in a vector database?,news_analysis,VSFuqMh4hus,"PipelineConfig(emb=e5, chunk=fixed-1000, rerank=False, llm=llama2)",1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,1.0
What is the purpose of the RAG system in relation to employee handbooks?,news_analysis,VSFuqMh4hus,"PipelineConfig(emb=e5, chunk=fixed-1000, rerank=False, llm=llama2)",0.0,0.0,0.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,0.5
When was the idea of Mixture of Experts (MOE) first published in a scientific journal?,news_analysis,VSFuqMh4hus,"PipelineConfig(emb=e5, chunk=fixed-1000, rerank=False, llm=llama2)",0.0,0.0,0.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,0.5
What does MCP standardize for large language models and why is it considered exciting?,news_analysis,VSFuqMh4hus,"PipelineConfig(emb=e5, chunk=fixed-1000, rerank=False, llm=llama2)",0.0,0.0,0.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333
What is the current status of ASI (Artificial Superintelligence) as per the speaker?,news_analysis,VSFuqMh4hus,"PipelineConfig(emb=e5, chunk=fixed-1000, rerank=False, llm=llama2)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What is AGI (Artificial General Intelligence) according to the speaker?,news_analysis,VSFuqMh4hus,"PipelineConfig(emb=e5, chunk=fixed-1000, rerank=False, llm=llama2)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
How does MoE models like IBM Granite's 4.0 series work according to the speaker?,news_analysis,VSFuqMh4hus,"PipelineConfig(emb=e5, chunk=fixed-1000, rerank=False, llm=llama2)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What kind of information are base models usually trained on?,cs_lectures,RRKwmeyIc24,"PipelineConfig(emb=e5, chunk=fixed-1000, rerank=False, llm=llama2)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Why is orchestration important in building AI systems that do more complex tasks than just generating text or answering questions?,cs_lectures,RRKwmeyIc24,"PipelineConfig(emb=e5, chunk=fixed-1000, rerank=False, llm=llama2)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are some examples of modalities other than text that can be valuable for certain AI tasks?,cs_lectures,RRKwmeyIc24,"PipelineConfig(emb=e5, chunk=fixed-1000, rerank=False, llm=llama2)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"What does a chatbot use to pause before responding, as mentioned in the transcript?",news_analysis,VSFuqMh4hus,"PipelineConfig(emb=e5, chunk=fixed-1000, rerank=True, llm=mistral)",0.0,0.0,0.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,0.5
What is the purpose of using a vector database instead of storing raw data like text files and images?,news_analysis,VSFuqMh4hus,"PipelineConfig(emb=e5, chunk=fixed-1000, rerank=True, llm=mistral)",1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,1.0
How does the embedding model convert images into vectors in a vector database?,news_analysis,VSFuqMh4hus,"PipelineConfig(emb=e5, chunk=fixed-1000, rerank=True, llm=mistral)",1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,1.0
What is the purpose of the RAG system in relation to employee handbooks?,news_analysis,VSFuqMh4hus,"PipelineConfig(emb=e5, chunk=fixed-1000, rerank=True, llm=mistral)",0.0,0.0,0.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333
When was the idea of Mixture of Experts (MOE) first published in a scientific journal?,news_analysis,VSFuqMh4hus,"PipelineConfig(emb=e5, chunk=fixed-1000, rerank=True, llm=mistral)",0.0,0.0,0.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333
What does MCP standardize for large language models and why is it considered exciting?,news_analysis,VSFuqMh4hus,"PipelineConfig(emb=e5, chunk=fixed-1000, rerank=True, llm=mistral)",0.0,0.0,0.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333
What is the current status of ASI (Artificial Superintelligence) as per the speaker?,news_analysis,VSFuqMh4hus,"PipelineConfig(emb=e5, chunk=fixed-1000, rerank=True, llm=mistral)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What is AGI (Artificial General Intelligence) according to the speaker?,news_analysis,VSFuqMh4hus,"PipelineConfig(emb=e5, chunk=fixed-1000, rerank=True, llm=mistral)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
How does MoE models like IBM Granite's 4.0 series work according to the speaker?,news_analysis,VSFuqMh4hus,"PipelineConfig(emb=e5, chunk=fixed-1000, rerank=True, llm=mistral)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What kind of information are base models usually trained on?,cs_lectures,RRKwmeyIc24,"PipelineConfig(emb=e5, chunk=fixed-1000, rerank=True, llm=mistral)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Why is orchestration important in building AI systems that do more complex tasks than just generating text or answering questions?,cs_lectures,RRKwmeyIc24,"PipelineConfig(emb=e5, chunk=fixed-1000, rerank=True, llm=mistral)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are some examples of modalities other than text that can be valuable for certain AI tasks?,cs_lectures,RRKwmeyIc24,"PipelineConfig(emb=e5, chunk=fixed-1000, rerank=True, llm=mistral)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"What does a chatbot use to pause before responding, as mentioned in the transcript?",news_analysis,VSFuqMh4hus,"PipelineConfig(emb=e5, chunk=fixed-1000, rerank=True, llm=llama2)",0.0,0.0,0.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,0.5
What is the purpose of using a vector database instead of storing raw data like text files and images?,news_analysis,VSFuqMh4hus,"PipelineConfig(emb=e5, chunk=fixed-1000, rerank=True, llm=llama2)",1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,1.0
How does the embedding model convert images into vectors in a vector database?,news_analysis,VSFuqMh4hus,"PipelineConfig(emb=e5, chunk=fixed-1000, rerank=True, llm=llama2)",1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,1.0
What is the purpose of the RAG system in relation to employee handbooks?,news_analysis,VSFuqMh4hus,"PipelineConfig(emb=e5, chunk=fixed-1000, rerank=True, llm=llama2)",0.0,0.0,0.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333
When was the idea of Mixture of Experts (MOE) first published in a scientific journal?,news_analysis,VSFuqMh4hus,"PipelineConfig(emb=e5, chunk=fixed-1000, rerank=True, llm=llama2)",0.0,0.0,0.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333
What does MCP standardize for large language models and why is it considered exciting?,news_analysis,VSFuqMh4hus,"PipelineConfig(emb=e5, chunk=fixed-1000, rerank=True, llm=llama2)",0.0,0.0,0.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333
What is the current status of ASI (Artificial Superintelligence) as per the speaker?,news_analysis,VSFuqMh4hus,"PipelineConfig(emb=e5, chunk=fixed-1000, rerank=True, llm=llama2)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What is AGI (Artificial General Intelligence) according to the speaker?,news_analysis,VSFuqMh4hus,"PipelineConfig(emb=e5, chunk=fixed-1000, rerank=True, llm=llama2)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
How does MoE models like IBM Granite's 4.0 series work according to the speaker?,news_analysis,VSFuqMh4hus,"PipelineConfig(emb=e5, chunk=fixed-1000, rerank=True, llm=llama2)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What kind of information are base models usually trained on?,cs_lectures,RRKwmeyIc24,"PipelineConfig(emb=e5, chunk=fixed-1000, rerank=True, llm=llama2)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Why is orchestration important in building AI systems that do more complex tasks than just generating text or answering questions?,cs_lectures,RRKwmeyIc24,"PipelineConfig(emb=e5, chunk=fixed-1000, rerank=True, llm=llama2)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are some examples of modalities other than text that can be valuable for certain AI tasks?,cs_lectures,RRKwmeyIc24,"PipelineConfig(emb=e5, chunk=fixed-1000, rerank=True, llm=llama2)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"What does a chatbot use to pause before responding, as mentioned in the transcript?",news_analysis,VSFuqMh4hus,"PipelineConfig(emb=minilm, chunk=sentence-500, rerank=False, llm=mistral)",0.0,0.0,0.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.2,1.0,1.0,0.5
What is the purpose of using a vector database instead of storing raw data like text files and images?,news_analysis,VSFuqMh4hus,"PipelineConfig(emb=minilm, chunk=sentence-500, rerank=False, llm=mistral)",1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.2,1.0,1.0,1.0
How does the embedding model convert images into vectors in a vector database?,news_analysis,VSFuqMh4hus,"PipelineConfig(emb=minilm, chunk=sentence-500, rerank=False, llm=mistral)",1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.2,1.0,1.0,1.0
What is the purpose of the RAG system in relation to employee handbooks?,news_analysis,VSFuqMh4hus,"PipelineConfig(emb=minilm, chunk=sentence-500, rerank=False, llm=mistral)",1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.2,1.0,1.0,1.0
When was the idea of Mixture of Experts (MOE) first published in a scientific journal?,news_analysis,VSFuqMh4hus,"PipelineConfig(emb=minilm, chunk=sentence-500, rerank=False, llm=mistral)",0.0,0.0,0.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.2,1.0,1.0,0.5
What does MCP standardize for large language models and why is it considered exciting?,news_analysis,VSFuqMh4hus,"PipelineConfig(emb=minilm, chunk=sentence-500, rerank=False, llm=mistral)",1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.2,1.0,1.0,1.0
What is the current status of ASI (Artificial Superintelligence) as per the speaker?,news_analysis,VSFuqMh4hus,"PipelineConfig(emb=minilm, chunk=sentence-500, rerank=False, llm=mistral)",1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.2,1.0,1.0,1.0
What is AGI (Artificial General Intelligence) according to the speaker?,news_analysis,VSFuqMh4hus,"PipelineConfig(emb=minilm, chunk=sentence-500, rerank=False, llm=mistral)",1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.2,1.0,1.0,1.0
How does MoE models like IBM Granite's 4.0 series work according to the speaker?,news_analysis,VSFuqMh4hus,"PipelineConfig(emb=minilm, chunk=sentence-500, rerank=False, llm=mistral)",0.0,0.0,0.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.2,1.0,1.0,0.5
What kind of information are base models usually trained on?,cs_lectures,RRKwmeyIc24,"PipelineConfig(emb=minilm, chunk=sentence-500, rerank=False, llm=mistral)",1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.25,1.0,1.0,0.25,1.0,1.0,1.0
Why is orchestration important in building AI systems that do more complex tasks than just generating text or answering questions?,cs_lectures,RRKwmeyIc24,"PipelineConfig(emb=minilm, chunk=sentence-500, rerank=False, llm=mistral)",0.0,0.0,0.0,0.3333333333333333,1.0,1.0,0.25,1.0,1.0,0.25,1.0,1.0,0.3333333333333333
What are some examples of modalities other than text that can be valuable for certain AI tasks?,cs_lectures,RRKwmeyIc24,"PipelineConfig(emb=minilm, chunk=sentence-500, rerank=False, llm=mistral)",0.0,0.0,0.0,0.3333333333333333,1.0,1.0,0.25,1.0,1.0,0.25,1.0,1.0,0.3333333333333333
"What does a chatbot use to pause before responding, as mentioned in the transcript?",news_analysis,VSFuqMh4hus,"PipelineConfig(emb=minilm, chunk=sentence-500, rerank=False, llm=llama2)",0.0,0.0,0.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.2,1.0,1.0,0.5
What is the purpose of using a vector database instead of storing raw data like text files and images?,news_analysis,VSFuqMh4hus,"PipelineConfig(emb=minilm, chunk=sentence-500, rerank=False, llm=llama2)",1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.2,1.0,1.0,1.0
How does the embedding model convert images into vectors in a vector database?,news_analysis,VSFuqMh4hus,"PipelineConfig(emb=minilm, chunk=sentence-500, rerank=False, llm=llama2)",1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.2,1.0,1.0,1.0
What is the purpose of the RAG system in relation to employee handbooks?,news_analysis,VSFuqMh4hus,"PipelineConfig(emb=minilm, chunk=sentence-500, rerank=False, llm=llama2)",1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.2,1.0,1.0,1.0
When was the idea of Mixture of Experts (MOE) first published in a scientific journal?,news_analysis,VSFuqMh4hus,"PipelineConfig(emb=minilm, chunk=sentence-500, rerank=False, llm=llama2)",0.0,0.0,0.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.2,1.0,1.0,0.5
What does MCP standardize for large language models and why is it considered exciting?,news_analysis,VSFuqMh4hus,"PipelineConfig(emb=minilm, chunk=sentence-500, rerank=False, llm=llama2)",1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.2,1.0,1.0,1.0
What is the current status of ASI (Artificial Superintelligence) as per the speaker?,news_analysis,VSFuqMh4hus,"PipelineConfig(emb=minilm, chunk=sentence-500, rerank=False, llm=llama2)",1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.2,1.0,1.0,1.0
What is AGI (Artificial General Intelligence) according to the speaker?,news_analysis,VSFuqMh4hus,"PipelineConfig(emb=minilm, chunk=sentence-500, rerank=False, llm=llama2)",1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.2,1.0,1.0,1.0
How does MoE models like IBM Granite's 4.0 series work according to the speaker?,news_analysis,VSFuqMh4hus,"PipelineConfig(emb=minilm, chunk=sentence-500, rerank=False, llm=llama2)",0.0,0.0,0.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.2,1.0,1.0,0.5
What kind of information are base models usually trained on?,cs_lectures,RRKwmeyIc24,"PipelineConfig(emb=minilm, chunk=sentence-500, rerank=False, llm=llama2)",1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.25,1.0,1.0,0.25,1.0,1.0,1.0
Why is orchestration important in building AI systems that do more complex tasks than just generating text or answering questions?,cs_lectures,RRKwmeyIc24,"PipelineConfig(emb=minilm, chunk=sentence-500, rerank=False, llm=llama2)",0.0,0.0,0.0,0.3333333333333333,1.0,1.0,0.25,1.0,1.0,0.25,1.0,1.0,0.3333333333333333
What are some examples of modalities other than text that can be valuable for certain AI tasks?,cs_lectures,RRKwmeyIc24,"PipelineConfig(emb=minilm, chunk=sentence-500, rerank=False, llm=llama2)",0.0,0.0,0.0,0.3333333333333333,1.0,1.0,0.25,1.0,1.0,0.25,1.0,1.0,0.3333333333333333
"What does a chatbot use to pause before responding, as mentioned in the transcript?",news_analysis,VSFuqMh4hus,"PipelineConfig(emb=minilm, chunk=sentence-500, rerank=True, llm=mistral)",1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.2,1.0,1.0,1.0
What is the purpose of using a vector database instead of storing raw data like text files and images?,news_analysis,VSFuqMh4hus,"PipelineConfig(emb=minilm, chunk=sentence-500, rerank=True, llm=mistral)",1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.2,1.0,1.0,1.0
How does the embedding model convert images into vectors in a vector database?,news_analysis,VSFuqMh4hus,"PipelineConfig(emb=minilm, chunk=sentence-500, rerank=True, llm=mistral)",1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.2,1.0,1.0,1.0
What is the purpose of the RAG system in relation to employee handbooks?,news_analysis,VSFuqMh4hus,"PipelineConfig(emb=minilm, chunk=sentence-500, rerank=True, llm=mistral)",1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.2,1.0,1.0,1.0
When was the idea of Mixture of Experts (MOE) first published in a scientific journal?,news_analysis,VSFuqMh4hus,"PipelineConfig(emb=minilm, chunk=sentence-500, rerank=True, llm=mistral)",1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.2,1.0,1.0,1.0
What does MCP standardize for large language models and why is it considered exciting?,news_analysis,VSFuqMh4hus,"PipelineConfig(emb=minilm, chunk=sentence-500, rerank=True, llm=mistral)",1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.2,1.0,1.0,1.0
What is the current status of ASI (Artificial Superintelligence) as per the speaker?,news_analysis,VSFuqMh4hus,"PipelineConfig(emb=minilm, chunk=sentence-500, rerank=True, llm=mistral)",1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.2,1.0,1.0,1.0
What is AGI (Artificial General Intelligence) according to the speaker?,news_analysis,VSFuqMh4hus,"PipelineConfig(emb=minilm, chunk=sentence-500, rerank=True, llm=mistral)",1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.2,1.0,1.0,1.0
How does MoE models like IBM Granite's 4.0 series work according to the speaker?,news_analysis,VSFuqMh4hus,"PipelineConfig(emb=minilm, chunk=sentence-500, rerank=True, llm=mistral)",1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.2,1.0,1.0,1.0
What kind of information are base models usually trained on?,cs_lectures,RRKwmeyIc24,"PipelineConfig(emb=minilm, chunk=sentence-500, rerank=True, llm=mistral)",1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.25,1.0,1.0,0.25,1.0,1.0,1.0
Why is orchestration important in building AI systems that do more complex tasks than just generating text or answering questions?,cs_lectures,RRKwmeyIc24,"PipelineConfig(emb=minilm, chunk=sentence-500, rerank=True, llm=mistral)",1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.25,1.0,1.0,0.25,1.0,1.0,1.0
What are some examples of modalities other than text that can be valuable for certain AI tasks?,cs_lectures,RRKwmeyIc24,"PipelineConfig(emb=minilm, chunk=sentence-500, rerank=True, llm=mistral)",1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.25,1.0,1.0,0.25,1.0,1.0,1.0
"What does a chatbot use to pause before responding, as mentioned in the transcript?",news_analysis,VSFuqMh4hus,"PipelineConfig(emb=minilm, chunk=sentence-500, rerank=True, llm=llama2)",1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.2,1.0,1.0,1.0
What is the purpose of using a vector database instead of storing raw data like text files and images?,news_analysis,VSFuqMh4hus,"PipelineConfig(emb=minilm, chunk=sentence-500, rerank=True, llm=llama2)",1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.2,1.0,1.0,1.0
How does the embedding model convert images into vectors in a vector database?,news_analysis,VSFuqMh4hus,"PipelineConfig(emb=minilm, chunk=sentence-500, rerank=True, llm=llama2)",1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.2,1.0,1.0,1.0
What is the purpose of the RAG system in relation to employee handbooks?,news_analysis,VSFuqMh4hus,"PipelineConfig(emb=minilm, chunk=sentence-500, rerank=True, llm=llama2)",1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.2,1.0,1.0,1.0
When was the idea of Mixture of Experts (MOE) first published in a scientific journal?,news_analysis,VSFuqMh4hus,"PipelineConfig(emb=minilm, chunk=sentence-500, rerank=True, llm=llama2)",1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.2,1.0,1.0,1.0
What does MCP standardize for large language models and why is it considered exciting?,news_analysis,VSFuqMh4hus,"PipelineConfig(emb=minilm, chunk=sentence-500, rerank=True, llm=llama2)",1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.2,1.0,1.0,1.0
What is the current status of ASI (Artificial Superintelligence) as per the speaker?,news_analysis,VSFuqMh4hus,"PipelineConfig(emb=minilm, chunk=sentence-500, rerank=True, llm=llama2)",1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.2,1.0,1.0,1.0
What is AGI (Artificial General Intelligence) according to the speaker?,news_analysis,VSFuqMh4hus,"PipelineConfig(emb=minilm, chunk=sentence-500, rerank=True, llm=llama2)",1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.2,1.0,1.0,1.0
How does MoE models like IBM Granite's 4.0 series work according to the speaker?,news_analysis,VSFuqMh4hus,"PipelineConfig(emb=minilm, chunk=sentence-500, rerank=True, llm=llama2)",1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.2,1.0,1.0,1.0
What kind of information are base models usually trained on?,cs_lectures,RRKwmeyIc24,"PipelineConfig(emb=minilm, chunk=sentence-500, rerank=True, llm=llama2)",1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.25,1.0,1.0,0.25,1.0,1.0,1.0
Why is orchestration important in building AI systems that do more complex tasks than just generating text or answering questions?,cs_lectures,RRKwmeyIc24,"PipelineConfig(emb=minilm, chunk=sentence-500, rerank=True, llm=llama2)",1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.25,1.0,1.0,0.25,1.0,1.0,1.0
What are some examples of modalities other than text that can be valuable for certain AI tasks?,cs_lectures,RRKwmeyIc24,"PipelineConfig(emb=minilm, chunk=sentence-500, rerank=True, llm=llama2)",1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.25,1.0,1.0,0.25,1.0,1.0,1.0
"What does a chatbot use to pause before responding, as mentioned in the transcript?",news_analysis,VSFuqMh4hus,"PipelineConfig(emb=mpnet, chunk=sentence-500, rerank=False, llm=mistral)",0.0,0.0,0.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.2,1.0,1.0,0.3333333333333333
What is the purpose of using a vector database instead of storing raw data like text files and images?,news_analysis,VSFuqMh4hus,"PipelineConfig(emb=mpnet, chunk=sentence-500, rerank=False, llm=mistral)",1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.2,1.0,1.0,1.0
How does the embedding model convert images into vectors in a vector database?,news_analysis,VSFuqMh4hus,"PipelineConfig(emb=mpnet, chunk=sentence-500, rerank=False, llm=mistral)",1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.2,1.0,1.0,1.0
What is the purpose of the RAG system in relation to employee handbooks?,news_analysis,VSFuqMh4hus,"PipelineConfig(emb=mpnet, chunk=sentence-500, rerank=False, llm=mistral)",1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.2,1.0,1.0,1.0
When was the idea of Mixture of Experts (MOE) first published in a scientific journal?,news_analysis,VSFuqMh4hus,"PipelineConfig(emb=mpnet, chunk=sentence-500, rerank=False, llm=mistral)",1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.2,1.0,1.0,1.0
What does MCP standardize for large language models and why is it considered exciting?,news_analysis,VSFuqMh4hus,"PipelineConfig(emb=mpnet, chunk=sentence-500, rerank=False, llm=mistral)",1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.2,1.0,1.0,1.0
What is the current status of ASI (Artificial Superintelligence) as per the speaker?,news_analysis,VSFuqMh4hus,"PipelineConfig(emb=mpnet, chunk=sentence-500, rerank=False, llm=mistral)",1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.2,1.0,1.0,1.0
What is AGI (Artificial General Intelligence) according to the speaker?,news_analysis,VSFuqMh4hus,"PipelineConfig(emb=mpnet, chunk=sentence-500, rerank=False, llm=mistral)",1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.2,1.0,1.0,1.0
